,Quote_dt,discount,Home_policy_ind,state_id,quoted_amt,Prior_carrier_grp,credit_score,Cov_package_type,CAT_zone,policy_id,number_drivers,num_loaned_veh,num_owned_veh,num_leased_veh,total_number_veh,convert_ind,primary_parking
341,2018-05-04,No,N,NY,"$5,121",Carrier_8,579.0,Medium,5.0,policy_93619,1,2,1,1,4,0.0,home/driveway
342,2015-03-19,Yes,Y,GA,"$34,173",Carrier_6,576.0,High,4.0,policy_33022,2,0,2,0,2,0.0,unknown
343,2016-02-26,Yes,N,NY,"$4,461",Carrier_1,606.0,Medium,3.0,policy_72780,2,1,1,0,2,0.0,home/driveway
344,2017-11-20,No,N,GA,"$8,074",Carrier_7,513.0,High,5.0,policy_33409,1,1,3,0,4,0.0,unknown
345,2018-04-04,Yes,Y,NJ,"$3,532",Carrier_6,654.0,High,5.0,policy_44986,2,0,3,0,3,0.0,unknown
346,2018-12-17,Yes,Y,NY,"$8,829",Carrier_8,535.0,High,2.0,policy_67778,1,2,1,0,3,0.0,unknown
347,2017-06-30,Yes,N,WI,"$23,015",Carrier_6,620.0,High,2.0,policy_99584,2,1,3,0,4,0.0,home/driveway
348,2017-09-08,No,N,FL,"$3,368",Carrier_6,612.0,High,5.0,policy_14087,2,1,3,0,4,0.0,home/driveway
351,2015-06-28,Yes,Y,NJ,"$3,100",Carrier_3,645.0,Medium,2.0,policy_54274,1,2,1,0,3,1.0,unknown
353,2018-09-09,No,N,NY,"$11,330",Carrier_1,617.0,High,5.0,policy_78250,2,1,3,0,4,0.0,unknown
355,2018-01-26,No,N,FL,"$3,561",Carrier_2,691.0,High,4.0,policy_15770,3,2,1,0,3,0.0,unknown
356,2016-05-06,No,N,NY,"$7,040",Carrier_7,563.0,High,4.0,policy_73288,2,2,2,1,5,0.0,parking garage
357,2017-07-24,No,N,AL,"$40,805",Carrier_3,596.0,High,5.0,policy_1547,3,1,1,0,2,0.0,unknown
360,2015-01-09,No,N,NY,"$3,722",Other,664.0,Low,1.0,policy_77709,3,2,3,0,5,0.0,unknown
363,2016-05-16,No,N,NY,"$4,780",Carrier_3,598.0,Medium,2.0,policy_63034,1,1,1,0,2,0.0,home/driveway
364,2015-01-07,No,N,NJ,"$3,852",Carrier_3,683.0,Medium,3.0,policy_41310,3,0,1,2,3,0.0,unknown
366,2018-06-04,No,N,FL,"$3,972",Carrier_5,702.0,High,1.0,policy_19454,2,0,2,1,3,1.0,home/driveway
367,2015-04-01,No,N,NY,"$8,172",Carrier_7,516.0,Medium,2.0,policy_72892,2,2,1,0,3,0.0,unknown
368,2016-11-05,No,N,FL,"$4,601",Carrier_4,656.0,Low,4.0,policy_16324,2,1,1,0,2,0.0,unknown
369,2015-02-21,No,N,FL,"$4,835",Carrier_5,620.0,High,4.0,policy_27341,2,1,2,0,3,0.0,unknown
371,2016-08-23,No,N,NJ,$936,Carrier_6,708.0,Low,2.0,policy_52697,1,2,2,0,4,0.0,home/driveway
372,2018-11-26,No,N,FL,"$5,730",Carrier_2,663.0,Low,2.0,policy_25644,1,2,1,0,3,0.0,parking garage
374,2015-07-06,No,N,NY,"$5,029",Carrier_6,746.0,Low,5.0,policy_86842,1,2,2,0,4,0.0,unknown
378,2016-02-08,No,N,NJ,"$1,314",Carrier_6,764.0,Low,1.0,policy_50325,2,1,2,1,4,1.0,unknown
380,2015-05-08,No,N,FL,"$4,767",Other,609.0,Medium,3.0,policy_29093,2,0,1,0,1,0.0,parking garage
381,2017-03-31,No,N,AL,"$27,667",Carrier_3,518.0,High,3.0,policy_960,3,2,3,1,6,0.0,street
383,2016-01-08,Yes,Y,NJ,"$2,662",Carrier_1,676.0,Low,3.0,policy_51630,2,1,2,0,3,0.0,home/driveway
384,2018-07-19,Yes,N,FL,"$1,100",Carrier_7,712.0,Medium,5.0,policy_26043,3,0,1,1,2,0.0,unknown
385,2015-02-02,No,N,FL,"$2,203",Carrier_2,723.0,Medium,3.0,policy_10243,1,3,1,1,5,1.0,unknown
388,2015-09-12,No,N,MN,$829,Carrier_1,753.0,Low,1.0,policy_37857,3,2,1,0,3,0.0,home/driveway
389,2016-07-26,No,N,NJ,"$5,387",Carrier_3,672.0,High,5.0,policy_49702,2,2,2,0,4,0.0,home/driveway
390,2015-10-20,Yes,Y,NY,"$9,174",Carrier_1,563.0,High,5.0,policy_75836,1,0,2,1,3,0.0,unknown
391,2016-11-28,Yes,Y,FL,"$2,215",Carrier_2,672.0,Medium,4.0,policy_16415,1,0,1,0,1,0.0,unknown
392,2016-03-24,No,N,NY,"$6,078",Carrier_5,555.0,Medium,4.0,policy_87270,1,1,1,0,2,0.0,home/driveway
394,2017-02-04,No,N,FL,"$5,117",Other,719.0,High,5.0,policy_18464,1,2,1,1,4,0.0,unknown
395,2015-05-23,No,N,FL,"$2,666",Carrier_7,628.0,Medium,2.0,policy_16792,2,1,1,0,2,1.0,unknown
399,2015-11-25,No,N,NJ,"$3,853",Carrier_6,657.0,Medium,3.0,policy_56009,1,2,1,0,3,0.0,parking garage
400,2018-11-15,No,N,NY,"$12,007",Carrier_4,502.0,High,4.0,policy_87065,2,0,3,1,4,0.0,unknown
401,2017-04-26,No,N,NJ,"$2,306",Carrier_6,648.0,Medium,3.0,policy_43344,1,1,1,1,3,0.0,unknown
402,2015-07-06,No,N,NJ,"$1,329",Carrier_6,781.0,Low,1.0,policy_42027,1,1,1,1,3,0.0,unknown
403,2018-03-06,No,N,NY,"$5,503",Carrier_5,647.0,Medium,1.0,policy_72786,3,2,1,0,3,0.0,unknown
405,2015-07-14,Yes,Y,FL,"$1,642",Carrier_1,773.0,Low,1.0,policy_9145,4,2,2,0,4,0.0,unknown
406,2015-11-18,No,N,CT,"$1,027",Carrier_8,775.0,Low,1.0,policy_6110,2,1,1,1,3,0.0,unknown
407,2016-12-27,No,N,FL,"$1,432",Carrier_5,833.0,Medium,2.0,policy_20388,3,1,3,0,4,0.0,unknown
409,2015-12-03,No,N,NY,"$5,826",Carrier_1,657.0,Medium,3.0,policy_63591,2,0,1,1,2,0.0,unknown
410,2017-11-19,Yes,Y,NY,"$1,323",Carrier_3,680.0,Medium,1.0,policy_94714,1,0,1,0,1,0.0,unknown
412,2018-03-09,Yes,N,FL,"$2,315",Carrier_2,625.0,Low,1.0,policy_26874,1,3,1,1,5,0.0,parking garage
414,2016-04-27,No,N,FL,"$2,956",Carrier_4,623.0,Low,2.0,policy_21748,1,2,1,0,3,0.0,unknown
417,2015-09-14,Yes,N,FL,"$1,703",Carrier_4,764.0,Medium,3.0,policy_25803,4,2,2,0,4,0.0,unknown
418,2016-08-24,No,N,NJ,$822,Carrier_4,712.0,Low,2.0,policy_60221,4,2,1,1,4,0.0,unknown
419,2018-11-28,No,N,GA,"$11,002",Carrier_3,519.0,High,5.0,policy_31450,2,0,3,1,4,0.0,parking garage
420,2015-01-14,No,N,NJ,"$5,352",Carrier_6,620.0,Medium,4.0,policy_57683,2,0,1,0,1,0.0,unknown
423,2016-01-16,No,N,FL,"$4,775",Carrier_8,634.0,Medium,3.0,policy_9537,1,1,3,2,6,0.0,unknown
424,2016-07-14,No,N,FL,"$3,025",Carrier_5,589.0,Medium,5.0,policy_14517,1,0,3,0,3,0.0,street
425,2018-09-27,No,N,NJ,"$2,511",Carrier_5,684.0,Low,1.0,policy_44483,1,1,3,2,6,0.0,parking garage
427,2018-07-19,No,N,FL,$987,Carrier_1,761.0,Medium,2.0,policy_14523,2,0,3,0,3,0.0,unknown
433,2018-09-23,No,N,AL,"$3,690",Carrier_6,644.0,High,1.0,policy_453,1,0,1,0,1,0.0,unknown
434,2017-08-01,Yes,N,NY,"$10,012",Carrier_5,517.0,High,5.0,policy_92997,1,2,2,1,5,0.0,unknown
437,2018-09-21,No,N,CT,"$1,991",Other,788.0,Low,1.0,policy_4424,2,0,3,0,3,0.0,unknown
438,2015-12-17,No,N,NY,"$6,602",Carrier_3,577.0,High,5.0,policy_72868,2,3,1,1,5,0.0,unknown
442,2015-12-24,Yes,Y,FL,"$2,119",Carrier_8,605.0,Medium,2.0,policy_26414,1,3,3,0,6,0.0,home/driveway
445,2017-10-13,No,N,NJ,"$2,312",Carrier_6,629.0,Medium,5.0,policy_58214,1,2,1,2,5,0.0,parking garage
446,2015-10-29,No,N,MN,"$1,387",Carrier_5,721.0,Low,3.0,policy_36617,2,2,1,1,4,0.0,unknown
448,2018-03-22,Yes,Y,NJ,"$1,169",Carrier_1,743.0,Low,3.0,policy_44398,1,1,3,0,4,1.0,unknown
449,2017-04-02,No,N,FL,"$1,946",Carrier_2,778.0,Low,1.0,policy_15020,1,2,1,0,3,0.0,unknown
450,2017-08-11,No,N,MN,"$2,738",Carrier_1,706.0,High,5.0,policy_40484,5,0,2,0,2,0.0,unknown
451,2017-01-21,No,N,WI,"$7,455",Carrier_8,569.0,Medium,4.0,policy_99576,1,2,1,0,3,0.0,parking garage
452,2015-12-13,No,N,NY,"$1,442",Carrier_8,800.0,Low,2.0,policy_77277,1,1,3,1,5,1.0,unknown
453,2017-09-18,No,N,NJ,"$2,410",Carrier_5,605.0,Medium,3.0,policy_46195,2,3,1,1,5,0.0,street
455,2018-07-26,Yes,Y,FL,"$2,276",Carrier_2,692.0,Low,2.0,policy_14063,1,1,1,1,3,1.0,unknown
459,2018-02-22,Yes,N,FL,"$2,975",Other,620.0,Low,3.0,policy_29840,1,0,2,1,3,1.0,unknown
460,2015-04-11,No,N,MN,"$1,390",Carrier_4,749.0,Low,1.0,policy_37302,5,0,1,0,1,0.0,unknown
461,2015-05-10,No,N,FL,"$4,518",Carrier_2,622.0,Low,1.0,policy_7151,1,2,3,0,5,0.0,unknown
463,2017-03-02,No,N,FL,"$5,091",Carrier_2,711.0,High,3.0,policy_7867,3,1,2,1,4,0.0,parking garage
465,2017-03-03,No,N,NY,"$3,480",Carrier_1,629.0,Medium,5.0,policy_68017,3,2,3,2,7,0.0,home/driveway
468,2016-05-08,Yes,Y,NY,"$2,695",Carrier_1,664.0,Medium,5.0,policy_83638,1,0,3,0,3,0.0,unknown
470,2018-05-23,No,N,NJ,"$1,034",Carrier_6,714.0,Low,4.0,policy_51482,2,0,2,0,2,0.0,unknown
471,2018-03-04,No,N,WI,"$7,336",Carrier_8,546.0,Medium,1.0,policy_99825,2,1,2,1,4,0.0,unknown
472,2016-08-20,No,N,NY,"$1,939",Carrier_5,711.0,Low,4.0,policy_82053,3,1,2,0,3,0.0,unknown
473,2015-10-31,No,N,NJ,"$1,641",Carrier_5,725.0,Low,2.0,policy_49855,4,1,2,0,3,0.0,home/driveway
476,2016-06-09,No,N,NJ,"$3,005",Carrier_3,605.0,High,2.0,policy_59402,1,2,1,2,5,0.0,parking garage
478,2016-03-30,No,N,NJ,"$1,275",Carrier_4,729.0,Medium,2.0,policy_43810,1,0,2,2,4,0.0,unknown
479,2018-01-08,Yes,N,FL,"$4,665",Carrier_1,593.0,Medium,2.0,policy_29936,2,1,2,0,3,0.0,home/driveway
481,2016-07-13,Yes,Y,NJ,"$4,116",Carrier_5,685.0,Medium,3.0,policy_42179,1,0,2,0,2,1.0,parking garage
482,2016-08-15,No,N,NY,"$7,217",Carrier_8,486.0,High,1.0,policy_71912,3,2,1,1,4,1.0,home/driveway
484,2017-07-31,No,N,NJ,"$1,100",Carrier_4,745.0,Medium,1.0,policy_54859,2,2,2,1,5,0.0,parking garage
485,2015-07-28,Yes,Y,NY,"$5,921",Carrier_6,574.0,Low,1.0,policy_77850,2,2,1,0,3,1.0,unknown
486,2017-07-20,No,N,NJ,"$2,206",Carrier_6,564.0,Low,4.0,policy_46908,3,2,1,2,5,0.0,unknown
488,2016-08-28,No,N,FL,"$1,199",Carrier_5,749.0,Low,2.0,policy_16579,2,2,1,0,3,0.0,parking garage
489,2015-07-20,No,N,GA,"$18,061",Carrier_3,558.0,High,5.0,policy_30757,1,2,1,1,4,0.0,unknown
490,2017-09-07,No,N,NY,"$16,811",Carrier_3,518.0,Medium,3.0,policy_92760,3,1,1,1,3,0.0,unknown
491,2016-03-13,No,N,FL,"$3,647",Other,639.0,Medium,3.0,policy_22284,1,2,2,1,5,0.0,unknown
492,2017-03-05,No,N,AL,"$23,519",Carrier_3,537.0,High,5.0,policy_94,3,0,1,1,2,0.0,unknown
493,2018-09-18,No,N,FL,"$6,584",Carrier_2,541.0,High,5.0,policy_21361,1,1,2,0,3,0.0,unknown
496,2015-08-30,No,N,FL,"$7,516",Carrier_6,592.0,High,3.0,policy_9986,5,1,2,1,4,0.0,parking garage
498,2017-09-10,No,N,AL,"$18,350",Carrier_4,571.0,High,4.0,policy_723,1,2,1,1,4,0.0,unknown
501,2015-11-11,Yes,Y,NY,"$10,689",Carrier_5,583.0,High,1.0,policy_94918,4,1,1,1,3,1.0,street
503,2017-12-26,Yes,Y,NJ,"$5,159",Carrier_5,634.0,Medium,3.0,policy_44162,1,0,2,0,2,0.0,street
505,2017-09-23,No,N,NJ,"$3,570",Carrier_3,643.0,Low,1.0,policy_48309,1,2,2,0,4,1.0,unknown
506,2018-07-23,No,N,FL,$811,Carrier_6,770.0,Low,3.0,policy_27652,1,0,1,1,2,0.0,unknown
508,2018-04-05,No,N,MN,"$3,011",Carrier_5,662.0,Medium,2.0,policy_35358,2,0,1,1,2,0.0,unknown
509,2016-04-20,No,N,NY,"$2,550",Carrier_8,663.0,Low,3.0,policy_85480,2,2,2,0,4,0.0,unknown
511,2016-11-07,Yes,N,CT,"$1,799",Carrier_2,792.0,Low,1.0,policy_5666,5,0,1,2,3,0.0,unknown
513,2018-11-17,No,N,MN,"$3,676",Carrier_3,668.0,Medium,3.0,policy_39405,3,0,2,0,2,0.0,unknown
514,2016-03-30,No,N,FL,"$2,857",Carrier_6,619.0,Medium,1.0,policy_27428,2,1,1,0,2,0.0,unknown
516,2017-10-14,No,N,NY,"$3,855",Carrier_5,637.0,Medium,3.0,policy_65589,1,1,2,0,3,0.0,unknown
519,2017-07-16,No,N,NY,"$8,051",Carrier_1,645.0,Medium,3.0,policy_73103,3,1,1,1,3,0.0,street
520,2017-03-16,No,N,NY,"$1,843",Carrier_4,744.0,Medium,4.0,policy_80137,1,2,2,0,4,0.0,home/driveway
523,2018-05-15,Yes,N,FL,"$5,527",Carrier_1,621.0,Medium,1.0,policy_28299,1,2,1,0,3,0.0,unknown
524,2017-07-07,No,N,NJ,"$4,122",Carrier_4,653.0,Low,1.0,policy_50141,1,0,1,2,3,0.0,unknown
526,2016-11-22,No,N,FL,"$3,851",Carrier_5,708.0,High,4.0,policy_24644,5,3,2,0,5,0.0,unknown
528,2016-11-14,No,N,WI,"$22,248",Carrier_2,556.0,High,5.0,policy_99189,1,0,1,2,3,0.0,unknown
530,2015-07-04,Yes,Y,NY,"$9,477",Carrier_3,630.0,Medium,4.0,policy_65469,2,0,3,1,4,0.0,unknown
533,2015-11-12,No,N,FL,"$3,514",Carrier_2,634.0,Medium,4.0,policy_22569,2,1,2,0,3,0.0,unknown
535,2018-01-18,No,N,NY,"$3,564",Carrier_5,621.0,Medium,4.0,policy_63772,1,0,3,2,5,0.0,unknown
536,2016-02-03,No,N,NY,"$2,525",Carrier_1,635.0,High,4.0,policy_71468,3,1,3,0,4,0.0,unknown
538,2017-02-16,No,N,NY,"$3,580",Carrier_6,584.0,High,5.0,policy_87753,3,1,1,2,4,0.0,home/driveway
539,2017-07-10,No,N,FL,"$4,334",Carrier_6,635.0,Medium,2.0,policy_13517,2,0,1,0,1,0.0,unknown
540,2018-05-20,No,N,NY,"$4,917",Carrier_1,643.0,High,1.0,policy_82358,6,2,1,0,3,0.0,parking garage
541,2016-03-17,No,N,FL,"$2,303",Carrier_2,570.0,Low,1.0,policy_26049,2,1,2,1,4,0.0,unknown
543,2017-08-20,No,N,NJ,"$2,013",Carrier_5,606.0,Medium,4.0,policy_61102,2,0,1,1,2,0.0,unknown
545,2016-03-18,No,N,NY,"$4,732",Carrier_1,694.0,Medium,1.0,policy_81892,1,2,1,0,3,0.0,unknown
547,2015-06-22,No,N,NY,"$2,961",Carrier_1,728.0,Medium,2.0,policy_61793,2,2,3,2,7,0.0,unknown
549,2017-12-26,No,N,NY,"$4,325",Carrier_1,679.0,Low,1.0,policy_68586,2,2,2,2,6,1.0,unknown
552,2018-01-14,No,N,FL,"$3,071",Carrier_5,637.0,Low,1.0,policy_20014,1,1,3,2,6,0.0,unknown
553,2017-01-15,No,N,CT,"$7,616",Carrier_7,531.0,High,5.0,policy_6365,1,2,1,1,4,0.0,unknown
554,2017-03-22,Yes,Y,NY,"$4,239",Carrier_3,660.0,Medium,2.0,policy_77853,6,1,2,1,4,0.0,unknown
555,2016-03-15,Yes,Y,NJ,"$2,274",Other,589.0,Low,2.0,policy_61281,5,1,1,1,3,0.0,unknown
557,2018-10-20,Yes,N,CT,"$5,492",Carrier_1,677.0,Medium,2.0,policy_6050,5,1,3,1,5,0.0,unknown
558,2018-10-19,Yes,N,NY,"$4,421",Carrier_8,640.0,Low,4.0,policy_94458,1,1,1,1,3,0.0,unknown
559,2016-03-04,No,N,NY,"$5,539",Carrier_6,741.0,Medium,4.0,policy_71189,1,2,1,2,5,0.0,unknown
560,2015-10-07,No,N,NY,"$7,516",Carrier_3,598.0,High,4.0,policy_94641,2,2,3,0,5,0.0,street
561,2016-10-01,Yes,Y,GA,"$14,973",Carrier_4,484.0,High,5.0,policy_35015,2,1,3,1,5,0.0,unknown
562,2016-04-08,No,N,NY,"$8,196",Carrier_1,570.0,High,1.0,policy_74723,1,0,1,0,1,0.0,parking garage
567,2015-04-23,No,N,FL,"$5,021",Carrier_2,719.0,High,5.0,policy_16181,2,1,1,1,3,0.0,home/driveway
569,2016-06-29,No,N,NY,"$5,665",Carrier_1,608.0,High,5.0,policy_84431,2,1,3,1,5,0.0,home/driveway
570,2016-03-13,No,N,GA,"$2,496",Carrier_5,708.0,Medium,3.0,policy_31712,2,0,3,0,3,0.0,unknown
572,2017-04-30,Yes,N,NJ,"$3,576",Carrier_5,600.0,Medium,4.0,policy_46992,5,2,1,1,4,0.0,unknown
574,2016-10-03,Yes,Y,FL,"$7,294",Carrier_7,534.0,High,5.0,policy_28698,2,1,2,1,4,0.0,home/driveway
576,2018-07-14,No,N,NJ,"$1,150",Carrier_4,794.0,High,4.0,policy_49208,3,0,2,1,3,0.0,parking garage
577,2016-11-28,No,N,NJ,"$3,219",Carrier_6,699.0,Medium,3.0,policy_50087,1,2,1,0,3,0.0,street
578,2015-12-16,No,N,MN,"$2,954",Carrier_4,605.0,Low,4.0,policy_38791,2,0,2,1,3,0.0,unknown
579,2016-09-09,No,N,NJ,"$2,523",Carrier_4,667.0,High,5.0,policy_40735,2,1,2,1,4,0.0,home/driveway
581,2016-01-06,Yes,N,NY,"$4,569",Carrier_3,711.0,Low,2.0,policy_93080,2,1,2,2,5,0.0,unknown
583,2017-09-20,No,N,NJ,"$2,830",Carrier_6,608.0,Low,1.0,policy_47083,1,1,1,0,2,1.0,unknown
585,2015-01-25,No,N,NJ,"$1,819",Carrier_3,765.0,Low,1.0,policy_59479,3,0,1,0,1,0.0,unknown
586,2018-06-15,No,N,NY,"$10,826",Carrier_6,587.0,Low,3.0,policy_87746,4,1,2,0,3,0.0,unknown
587,2017-12-29,No,N,NY,"$5,601",Carrier_6,621.0,Medium,4.0,policy_70911,1,1,3,0,4,0.0,unknown
589,2016-08-05,No,N,NJ,"$1,459",Carrier_6,776.0,Low,1.0,policy_48503,2,2,1,0,3,0.0,unknown
590,2016-03-16,No,N,GA,"$6,586",Carrier_4,510.0,High,4.0,policy_31639,2,0,1,1,2,0.0,unknown
593,2017-04-22,No,N,NY,"$9,172",Carrier_5,597.0,High,4.0,policy_63859,3,0,2,1,3,0.0,unknown
598,2016-03-13,No,N,FL,"$6,641",Carrier_8,536.0,Medium,3.0,policy_22694,5,2,1,1,4,0.0,unknown
599,2016-10-29,No,N,FL,"$3,467",Carrier_2,672.0,Low,3.0,policy_14356,2,0,2,0,2,0.0,unknown
600,2015-07-09,No,N,NY,"$3,177",Carrier_6,671.0,Low,4.0,policy_62385,1,1,1,0,2,0.0,unknown
602,2015-03-06,No,N,FL,"$3,230",Carrier_1,721.0,Low,4.0,policy_17060,3,2,1,0,3,1.0,unknown
604,2015-11-10,No,N,NJ,"$4,379",Carrier_5,662.0,Low,2.0,policy_46666,2,1,1,0,2,0.0,unknown
605,2017-01-08,No,N,NY,"$3,870",Carrier_6,741.0,High,4.0,policy_93914,1,2,1,1,4,0.0,unknown
606,2018-09-16,No,N,NJ,"$1,685",Carrier_3,713.0,Low,1.0,policy_42359,5,1,1,1,3,0.0,home/driveway
607,2018-10-19,No,N,NJ,"$4,898",Carrier_4,641.0,High,5.0,policy_51012,1,0,3,0,3,0.0,unknown
611,2018-03-02,Yes,Y,NY,"$5,589",Carrier_8,689.0,Medium,3.0,policy_68013,1,1,1,0,2,1.0,unknown
612,2015-08-01,No,N,WI,"$13,628",Carrier_2,595.0,High,2.0,policy_98255,1,2,3,0,5,0.0,home/driveway
613,2017-09-03,No,N,NY,"$3,009",Carrier_3,681.0,Low,2.0,policy_64958,1,3,1,0,4,0.0,unknown
614,2017-04-02,No,N,CT,"$1,930",Carrier_7,765.0,Low,1.0,policy_5648,4,1,3,0,4,0.0,unknown
616,2017-11-26,No,N,MN,"$1,520",Carrier_3,717.0,Medium,3.0,policy_36186,3,3,2,0,5,0.0,unknown
617,2016-12-09,No,N,NJ,"$3,581",Carrier_6,644.0,Medium,2.0,policy_61390,2,2,2,0,4,0.0,unknown
619,2015-01-31,Yes,Y,NY,"$6,621",Carrier_1,615.0,High,1.0,policy_73136,1,0,3,0,3,0.0,unknown
621,2015-06-21,No,N,WI,"$24,909",Carrier_1,604.0,High,1.0,policy_99166,3,3,1,0,4,0.0,unknown
622,2017-09-16,No,N,CT,"$3,678",Carrier_2,669.0,Low,1.0,policy_5911,4,1,3,1,5,0.0,street
623,2015-12-19,No,N,FL,"$5,523",Carrier_7,693.0,Medium,1.0,policy_17193,3,2,2,1,5,0.0,parking garage
625,2015-10-07,Yes,N,NY,"$1,455",Carrier_8,749.0,Low,2.0,policy_69354,5,3,1,0,4,0.0,parking garage
627,2018-06-16,No,N,FL,$462,Carrier_7,770.0,Medium,3.0,policy_23447,1,1,1,1,3,0.0,home/driveway
628,2018-01-04,No,N,GA,"$20,890",Carrier_6,524.0,High,2.0,policy_31912,3,0,1,1,2,0.0,parking garage
631,2016-09-27,No,N,FL,"$7,765",Carrier_1,632.0,High,3.0,policy_16906,2,2,1,1,4,0.0,street
632,2018-04-20,No,N,FL,"$1,529",Carrier_6,712.0,Low,3.0,policy_19478,3,1,2,1,4,1.0,home/driveway
634,2016-05-26,No,N,FL,"$3,600",Carrier_5,712.0,High,5.0,policy_29441,1,1,3,0,4,1.0,unknown
635,2016-03-17,No,N,NY,"$2,265",Carrier_2,671.0,Medium,2.0,policy_84678,2,1,2,0,3,0.0,unknown
637,2016-07-02,Yes,Y,NY,"$2,066",Carrier_5,580.0,Low,3.0,policy_76349,2,0,1,0,1,0.0,unknown
638,2018-03-04,No,N,NY,"$7,711",Carrier_8,545.0,Low,2.0,policy_83758,1,3,1,1,5,0.0,unknown
639,2015-05-18,No,N,CT,"$3,270",Carrier_2,539.0,Medium,2.0,policy_2917,2,2,2,2,6,0.0,unknown
640,2018-02-19,Yes,Y,WI,"$22,600",Carrier_2,575.0,High,1.0,policy_97451,1,1,1,0,2,0.0,unknown
641,2018-12-06,No,N,NY,"$4,310",Carrier_2,627.0,Medium,3.0,policy_88764,2,3,2,2,7,0.0,unknown
644,2016-05-14,Yes,N,CT,"$2,112",Carrier_7,609.0,Low,2.0,policy_2957,3,1,1,0,2,0.0,unknown
647,2016-08-16,No,N,NY,"$1,407",Carrier_3,760.0,High,5.0,policy_82321,1,0,3,0,3,0.0,street
648,2015-07-26,Yes,Y,NJ,"$5,770",Carrier_4,697.0,Medium,2.0,policy_42745,1,1,3,0,4,1.0,unknown
649,2015-07-07,Yes,N,NJ,"$4,811",Carrier_3,784.0,Medium,5.0,policy_42644,1,0,1,0,1,0.0,unknown
650,2015-07-06,Yes,N,FL,"$3,178",Carrier_5,726.0,Medium,2.0,policy_25381,1,2,3,0,5,0.0,parking garage
652,2017-03-08,No,N,NJ,"$4,119",Carrier_7,628.0,Medium,4.0,policy_44535,3,1,2,1,4,0.0,unknown
653,2016-12-08,No,N,NJ,"$1,427",Carrier_3,689.0,High,5.0,policy_56440,1,2,3,0,5,0.0,parking garage
655,2016-12-14,No,N,NJ,"$5,007",Carrier_8,638.0,Medium,4.0,policy_57208,1,2,2,0,4,0.0,street
656,2018-03-11,No,N,NY,"$4,534",Carrier_3,647.0,Low,1.0,policy_64379,3,3,1,0,4,1.0,unknown
659,2015-09-15,Yes,Y,GA,"$26,622",Carrier_5,584.0,Medium,1.0,policy_34408,1,2,1,0,3,0.0,unknown
660,2015-09-04,No,N,NY,"$4,703",Carrier_8,715.0,High,5.0,policy_64665,3,2,3,0,5,0.0,unknown
661,2015-12-25,No,N,NY,"$4,830",Carrier_1,703.0,Low,3.0,policy_75766,1,1,2,0,3,0.0,unknown
662,2015-02-01,Yes,Y,NY,"$13,458",Carrier_5,609.0,Medium,3.0,policy_65454,3,1,3,0,4,0.0,unknown
663,2015-01-10,No,N,WI,"$8,512",Carrier_6,611.0,High,5.0,policy_97679,3,1,1,0,2,0.0,unknown
665,2015-05-07,No,N,FL,"$2,034",Carrier_7,649.0,Medium,2.0,policy_26159,1,3,1,0,4,0.0,unknown
667,2016-12-03,Yes,Y,NJ,"$2,579",Carrier_7,700.0,Medium,3.0,policy_55630,3,0,2,0,2,0.0,unknown
669,2016-11-28,No,N,NY,"$6,409",Carrier_1,553.0,High,5.0,policy_91925,3,2,1,1,4,0.0,unknown
670,2015-07-10,No,N,FL,"$3,601",Carrier_1,744.0,High,4.0,policy_24470,1,3,1,1,5,0.0,unknown
672,2016-06-14,Yes,Y,FL,"$3,849",Carrier_2,655.0,Low,1.0,policy_7993,3,0,1,2,3,0.0,unknown
676,2018-05-27,No,N,NJ,"$1,180",Carrier_6,762.0,Medium,2.0,policy_59028,3,0,3,0,3,0.0,unknown
678,2016-07-25,No,N,NY,"$6,229",Carrier_5,516.0,Medium,2.0,policy_94307,3,2,2,0,4,1.0,street
680,2017-02-16,No,N,FL,"$3,982",Other,702.0,Medium,4.0,policy_19412,1,2,1,0,3,0.0,unknown
682,2016-07-20,No,N,NY,"$2,239",Carrier_8,598.0,Low,1.0,policy_69253,1,2,1,1,4,1.0,unknown
684,2016-07-05,No,N,NY,"$8,912",Carrier_8,555.0,High,5.0,policy_67178,2,1,3,2,6,1.0,unknown
685,2018-06-25,Yes,Y,FL,"$2,454",Carrier_1,632.0,Low,1.0,policy_24679,1,2,3,0,5,1.0,home/driveway
687,2016-01-30,No,N,NY,"$4,697",Carrier_1,622.0,Medium,3.0,policy_93467,1,2,3,0,5,0.0,home/driveway
688,2015-04-06,Yes,Y,NJ,"$3,265",Carrier_3,638.0,High,5.0,policy_57647,2,0,1,1,2,0.0,unknown
690,2016-05-11,Yes,Y,NY,"$9,868",Carrier_5,578.0,High,5.0,policy_68635,1,1,2,1,4,0.0,unknown
692,2015-11-13,Yes,N,FL,"$2,046",Carrier_7,609.0,Medium,4.0,policy_27753,2,2,2,1,5,0.0,unknown
693,2018-08-31,No,N,NJ,"$2,672",Carrier_4,638.0,Medium,2.0,policy_44573,2,1,1,2,4,0.0,unknown
694,2015-07-06,Yes,Y,GA,"$21,934",Carrier_2,540.0,High,4.0,policy_32592,1,1,1,1,3,1.0,parking garage
695,2016-06-05,No,N,NJ,"$3,893",Carrier_5,611.0,Medium,3.0,policy_45186,5,2,1,0,3,0.0,home/driveway
